Season_Number,Startup_Name,Episode_Number,Pitch_Number,Season_Start,Season_End,Original_Air_Date,Episode_Title,Anchor,Industry,Business_Description,Company_Website,Started_in,Number_of_Presenters,Male_Presenters,Female_Presenters,Transgender_Presenters,Couple_Presenters,Pitchers_Average_Age,Pitchers_City,Pitchers_State,Yearly_Revenue(in_lakhs),Monthly_Sales(in_lakhs),Gross_Margin,Net_Margin,EBITDA,Cash_Burn,SKUs,Has_Patents,Bootstrapped,Original_Ask_Amount,Original_Offered_Equity(in_%),Valuation_Requested(in_lakhs),Received_Offer,Accepted_Offer,Total_Deal_Amount(in_lakhs),Total_Deal_Equity(%),Number_of_Sharks_in_Deal,Namita_Investment_Amount(in lakhs),Vineeta_Investment_Amount(in_lakhs),Anupam_Investment_Amount(in_lakhs),Aman_Investment_Amount(in_lakhs),Peyush_Investment_Amount((in_lakhs),Amit_Investment_Amount(in_lakhs),Ashneer_Investment_Amount,Namita_Present,Vineeta_Present,Anupam_Present,Aman_Present,Peyush_Present,Amit_Present,Ashneer_Present
3,YesMadam,19,376,2024-01-22,2024-03-31,2024-02-15,The0Next0Big0Investment,Rahul0Dua,Beauty/Fashion,Saloon0service0app,https://www.yesmadam.com/,2016,4,3,1,,0,Middle,Delhi,Delhi,5000,,,,,,,,,150,0.5,30000,Yes,Yes,150,2,4,,37.5,,37.5,37.5,,,,Yes,,Yes,Yes,,
3,Zerodor,19,377,2024-01-22,2024-03-31,2024-02-15,The0Next0Big0Investment,Rahul0Dua,Furnishing/Household,Waterless0Urinal0Technology,https://www.zerodor.in/,,2,2,,,0,Middle,"Ahmedabad,Mumbai","Gujarat,Maharashtra",280,,,7,,,,yes,,100,3,3333.333333,Yes,No,,,,,,,,,,,,Yes,,Yes,Yes,,
3,ToffeeCoffeeRoasters,19,378,2024-01-22,2024-03-31,2024-02-15,The0Next0Big0Investment,Rahul0Dua,Liquor/Beverages,Coffee0brand,https://toffeecoffeeroasters.com/,2019,2,1,1,,1,Middle,Bangalore,Karnataka,230,33,62,,,yes,,,,60,2,3000,Yes,Yes,35,2.33,1,,,,,,,,,Yes,,Yes,Yes,,
3,PushSports,20,379,2024-01-22,2024-03-31,2024-02-16,Pioneering0Change,Rahul0Dua,Sports,Kids0&0young0adults0for0recreation0&0professional0sport,https://pushsports.in/,2017,2,2,,,0,Middle,Delhi,Delhi,900,50,,,,,,,,80,1,8000,Yes,Yes,80,4,2,,40,,,40,,,,Yes,Yes,Yes,Yes,,
3,ORBO,20,380,2024-01-22,2024-03-31,2024-02-16,Pioneering0Change,Rahul0Dua,Technology/Software,AI-powered0tools0for0beauty0brands,https://www.orbo.ai/,2019,3,3,,,0,Middle,Mumbai,Maharashtra,,18,,,,yes,,,,100,0.75,13333.33333,Yes,Yes,100,1,1,,100,,,,,,,Yes,Yes,Yes,Yes,,
3,CannazoIndia,20,381,2024-01-22,2024-03-31,2024-02-16,Pioneering0Change,Rahul0Dua,Beauty/Fashion,"Medical0cannabis,0alternative0medications",https://cannazoindia.com/,2022,3,2,1,,0,Middle,Mumbai,Maharashtra,50,18,,,,,,,,150,5,3000,Yes,No,,,,,,,,,,,,Yes,Yes,Yes,Yes,,
3,Chefling,21,382,2024-01-22,2024-03-31,2024-02-19,Entrepreneurs0Battle0for0Investment,Rahul0Dua,Food,DIY0Food0Products,https://chefling.in/,,1,1,,,0,Young,Mumbai,Maharashtra,20,2,70,45,,,,,,40,10,400,Yes,Yes,40,16,4,10,,,,10,10,,Yes,,Yes,,Yes,Yes,
3,IntenseFocus,21,383,2024-01-22,2024-03-31,2024-02-19,Entrepreneurs0Battle0for0Investment,Rahul0Dua,Beauty/Fashion,Designer0Eye0Wear,https://intensefocus.com/,,1,1,,,0,Middle,,,825,100,60,,,,,,,500,5,10000,No,,,,,,,,,,,,Yes,,Yes,,Yes,Yes,
3,MilletAmma,21,384,2024-01-22,2024-03-31,2024-02-19,Entrepreneurs0Battle0for0Investment,Rahul0Dua,Food,Millet0based0Products,https://milletamma.com/,2017,2,1,1,,1,Middle,Bangalore,Karnataka,220,33,,,,,,,,100,3,3333.333333,No,,,,,,,,,,,,Yes,,Yes,,Yes,Yes,
3,D'chica,22,385,2024-01-22,2024-03-31,2024-02-20,Impressive0Numbers0and0High0Stakes,Rahul0Dua,Beauty/Fashion,Innerwears0for0Teenage0Girls,https://www.dchica.in/,2020,2,,2,,0,Middle,Delhi,Delhi,1030,120,,,,yes,,,,80,1,8000,Yes,Yes,80,2,2,40,40,,,,,,Yes,Yes,Yes,Yes,,Yes,
3,Refit,22,386,2024-01-22,2024-03-31,2024-02-20,Impressive0Numbers0and0High0Stakes,Rahul0Dua,Electronics,Refurbished0Phones,https://refitglobal.com/,2017,2,2,,,0,Middle,Delhi,Delhi,18700,3500,14,,,,,,yes,200,0.5,40000,Yes,Yes,200,1,3,,66.66,66.66,,,66.66,,Yes,Yes,Yes,Yes,,Yes,
3,HouseOfBeautyIndia,22,387,2024-01-22,2024-03-31,2024-02-20,Impressive0Numbers0and0High0Stakes,Rahul0Dua,Beauty/Fashion,Skin0care0Products,https://houseofbeautyindia.com/,2021,1,,1,,0,Middle,Delhi,Delhi,,40,,,,,,,yes,150,5,3000,No,,,,,,,,,,,,Yes,Yes,Yes,Yes,,Yes,
3,Artinci,23,388,2024-01-22,2024-03-31,2024-02-21,Celebrating0Entrepreneurial0Breakthroughs,Rahul0Dua,Food,Zero0Sugar0Desserts,https://www.artinci.com/,2017,2,1,1,,1,Middle,Bangalore,Karnataka,440,33,62,,,yes,,yes,,50,1.75,2857.142857,Yes,Yes,50,5,1,,50,,,,,,Yes,Yes,Yes,Yes,Yes,,
3,TheRageRoom,23,389,2024-01-22,2024-03-31,2024-02-21,Celebrating0Entrepreneurial0Breakthroughs,Rahul0Dua,Services,Anger0Management0activities,https://rageroom.in/,2022,1,1,,,0,Middle,Hyderabad,Telangana,,,,,,,,,,20,30,66.66666667,No,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,,
3,Aastey,23,390,2024-01-22,2024-03-31,2024-02-21,Celebrating0Entrepreneurial0Breakthroughs,Rahul0Dua,Beauty/Fashion,Athleisure0Wear0Company,https://aastey.com/,2021,2,,2,,0,Middle,"Delhi,Mumbai","Delhi,Maharashtra",,150,,,,,,,,80,2,4000,No,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,,
3,Matri,24,391,2024-01-22,2024-03-31,2024-02-22,Winning0Over0The0Sharks,Rahul0Dua,Medical/Health,Period0Pain0Relieving0Devices,https://getmatri.com/,,2,2,,,0,Middle,Kolkata,West0Bengal,,,,,,,,yes,,60,4,1500,Yes,Yes,60,4,2,30,,,30,,,,Yes,Yes,Yes,Yes,,,
3,Rubbabu,24,392,2024-01-22,2024-03-31,2024-02-22,Winning0Over0The0Sharks,Rahul0Dua,Manufacturing,Rubber0Foam0Toys0for0kids,https://rubbabu.com/,2020,3,1,2,,1,Old,Delhi,Delhi,400,52,,,,,,,,200,5,4000,No,,,,,,,,,,,,Yes,Yes,Yes,Yes,,,
3,GulaboJaipur,24,393,2024-01-22,2024-03-31,2024-02-22,Winning0Over0The0Sharks,Rahul0Dua,Beauty/Fashion,Traditional0Jaipur0Clothing,https://www.gulabojaipur.com/,2014,2,1,1,,1,Middle,Jaipur,Rajasthan,450,72,,,15,,,,,90,1,9000,No,,,,,,,,,,,,Yes,Yes,Yes,Yes,,,
3,AristaVault,25,394,2024-01-22,2024-03-31,2024-02-23,Battle0Of0The0Innovators,Rahul0Dua,Manufacturing,Follow0me0suitcases,https://www.aristavault.com/,2018,2,1,1,,,Middle,Delhi,Delhi,360,65,,,,,,,,45,1.5,3000,Yes,Yes,20,1,1,,,20,,,,,,Yes,Yes,Yes,,,
3,ToHands,25,395,2024-01-22,2024-03-31,2024-02-23,Battle0Of0The0Innovators,Rahul0Dua,Technology/Software,App0to0sync0transactions0with0calculator,https://smart.tohands.in/,2023,3,3,,,0,Young,"Erode,Kanpur","Tamil0Nadu,Uttar0Pradesh",,,,,,,,,,55,1,5500,Yes,Yes,60,2,2,,,,,,,,,Yes,Yes,Yes,,,
3,PlusGold,25,396,2024-01-22,2024-03-31,2024-02-23,Battle0Of0The0Innovators,Rahul0Dua,Technology/Software,Jewellery0savings0app0that0integrates0digital0gold0investment,https://plusgold.in/,,2,2,,,0,Middle,Bangalore,Karnataka,,,,,,,,,,60,1,6000,Yes,Yes,60,1.5,1,,,,,,,,,Yes,Yes,Yes,,,
3,Aroleap,26,397,2024-01-22,2024-03-31,2024-02-26,Entrepreneurship0On0The0Rise,Rahul0Dua,Medical/Health,Smart0Home0Gym,https://www.aroleap.com/,2020,3,3,,,0,Middle,Bangalore,Karnataka,100,,,,,yes,,yes,funded,100,2.5,4000,Yes,Yes,100,5,4,,,25,,25,25,,Yes,,Yes,,Yes,Yes,
3,Cosmix,26,398,2024-01-22,2024-03-31,2024-02-26,Entrepreneurship0On0The0Rise,Rahul0Dua,Medical/Health,Herbal0Super0Supplements,https://cosmix.in/,2019,2,1,1,,1,Middle,,,750,,70,,11,,25,,yes,100,1,10000,Yes,Yes,100,1,1,100,,,,,,,Yes,,Yes,,Yes,Yes,
3,Fabriclore,26,399,2024-01-22,2024-03-31,2024-02-26,Entrepreneurship0On0The0Rise,Rahul0Dua,Beauty/Fashion,Custom0Fabric0Sourcing,https://fabriclore.com/,2016,3,3,,,0,Middle,Jaipur,Rajasthan,1000,,,,,,,,funded,68.7,1,6870,No,,,,,,,,,,,,Yes,,Yes,,Yes,Yes,
3,PolishMePretty,27,400,2024-01-22,2024-03-31,2024-02-27,Entrepreneur's0Path0To0Success,Rahul0Dua,Beauty/Fashion,Nail0Art0Brand,https://www.polishmepretty.in/,2022,1,,1,,0,Young,Pune,Maharashtra,,,,,,,,,,25,25,100,Yes,Yes,25,25,1,,,,,25,,,Yes,Yes,Yes,Yes,Yes,,
3,GridMats,27,401,2024-01-22,2024-03-31,2024-02-27,Entrepreneur's0Path0To0Success,Rahul0Dua,Manufacturing,PotHoleRaja0Mats0for0Concrete0Road0making,https://www.gridmats.com/,2017,2,2,,,0,Middle,,,450,,,,,,,yes,,500,2,25000,No,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,,
3,UnclePetersPanCakes,27,402,2024-01-22,2024-03-31,2024-02-27,Entrepreneur's0Path0To0Success,Rahul0Dua,Food,Pancake0focused0QSR,https://www.unclepeterspancakes.com/,,2,2,,,0,Middle,"Kolkata,Varanasi","West0Bengal,Uttar0Pradesh",1400,210,,,20,,,,yes,60,2,3000,Yes,Yes,60,3,3,20,20,20,,,,,Yes,Yes,Yes,Yes,Yes,,
3,CreativeHatti,28,403,2024-01-22,2024-03-31,2024-02-28,Navigating0The0Tank0With0New0Ideas,Rahul0Dua,Services,Graphic0Sticker0Designing0Brand,https://www.creativehatti.com/,2020,5,3,2,,1,Middle,Panchkula,Haryana,400,55,,,,,,yes,,60,2,3000,No,,,,,,,,,,,,Yes,Yes,Yes,Yes,,Yes,
3,CandidMen,28,404,2024-01-22,2024-03-31,2024-02-28,Navigating0The0Tank0With0New0Ideas,Rahul0Dua,Beauty/Fashion,Fashion0Rental0Platform0for0Men,https://candidmen.in/,2017,2,1,1,,0,Middle,Bangalore,Karnataka,210,,,,33,,,,yes,60,2,3000,Yes,Yes,60,5,2,,30,,,,30,,Yes,Yes,Yes,Yes,,Yes,
3,Flyrobe,28,405,2024-01-22,2024-03-31,2024-02-28,Navigating0The0Tank0With0New0Ideas,Rahul0Dua,Beauty/Fashion,Fashion0Rental0Platform0for0Men0and0Women,https://flyrobe.com/home/,2020,1,,1,,0,Middle,Delhi,Delhi,290,63,,16,,,,,funded,50,1,5000,Yes,Yes,50,4,1,,,,50,,,,Yes,Yes,Yes,Yes,,Yes,
3,WiseLife,29,406,2024-01-22,2024-03-31,2024-02-29,Entrepreneurial0Aspirations,Rahul0Dua,Medical/Health,Yoga0and0wellness0Accessories,https://wiselife.in/,2020,2,1,1,,1,Middle,Gurugram,Haryana,400,100,,3,5,,,,,60,2,3000,Yes,Yes,120,4,4,30,,30,30,,,,Yes,,Yes,Yes,,Yes,
3,Cervicheck,29,407,2024-01-22,2024-03-31,2024-02-29,Entrepreneurial0Aspirations,Rahul0Dua,Medical/Health,Pragmatech0Cervical0Cancer0Screening0Test0Kits,https://pragmatech.co.in/cervicheck/,2019,2,1,1,,1,Middle,Vadodara,Gujarat,,,,,,,,yes,funded,75,1.5,5000,Yes,Yes,75,5,1,75,,,,,,,Yes,,Yes,Yes,,Yes,
3,Eatverse,29,408,2024-01-22,2024-03-31,2024-02-29,Entrepreneurial0Aspirations,Rahul0Dua,Food,Multi0brand0Cloud0Kitchen,https://eatverse.in/,2014,3,3,,,0,Middle,Kolkata,West0Bengal,107,172,,,6,,8,,,100,1,10000,No,,,,,,,,,,,,Yes,,Yes,Yes,,Yes,
3,AvataarSkincare,30,409,2024-01-22,2024-03-31,2024-03-01,Startups0Pursuing0Investment,Rahul0Dua,Beauty/Fashion,Skincare0Services,https://avataarskin.com/,2022,1,,1,,0,Middle,Bhopal,Madhya0Pradesh,,60,87,,,yes,,,funded,70,1,7000,Yes,Yes,35,0.5,2,,,17.5,17.5,,,,Yes,Yes,Yes,Yes,Yes,,
3,ChalteFirteMangalkaryalay,30,410,2024-01-22,2024-03-31,2024-03-01,Startups0Pursuing0Investment,Rahul0Dua,Services,Portable0Wedding0Hall,,2023,3,2,1,,1,Middle,Latur,Maharashtra,,,,,,,,,,200,10,2000,No,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,,
3,KryzenBiotech,30,411,2024-01-22,2024-03-31,2024-03-01,Startups0Pursuing0Investment,Rahul0Dua,Agriculture,Hydrophonic0Farming,https://www.kryzen.com/,2019,2,1,1,,1,Middle,Pune,Maharashtra,225,,,,,,,,,75,3,2500,Yes,Yes,75,15,1,,,,,75,,,Yes,Yes,Yes,Yes,Yes,,
3,FOMO,31,412,2024-01-22,2024-03-31,2024-03-04,Naye0Bharat0Ki0Neev,Rahul0Dua,Liquor/Beverages,Brew0Ice0Tea,https://fomobrews.com/,,2,2,,,0,Young,Bangalore,Karnataka,,3.4,50,,1.5,,,,funded,35,4,875,Yes,Yes,35,6,2,,,17.5,17.5,,,,Yes,,Yes,Yes,,Yes,
3,ModelVerse,31,413,2024-01-22,2024-03-31,2024-03-04,Naye0Bharat0Ki0Neev,Rahul0Dua,Technology/Software,Advance0AI0based0Image0Model0Wrapper,https://www.modelverse.in/,2023,1,1,,,0,Young,Kozhikode,Kerala,,,,,,,,,,25,10,250,Yes,Yes,25,10,3,,,8.33,,,8.33,,Yes,,Yes,Yes,,Yes,
3,VikrantBikes,31,414,2024-01-22,2024-03-31,2024-03-04,Naye0Bharat0Ki0Neev,Rahul0Dua,Vehicles/Electrical0Vehicles,Hydrogen0Ethanol0fuel0based0bike,https://vikrantsubhashpawar.website3.me/,,1,1,,,0,Young,Satara,Maharashtra,,,,,,,,,,30,5,600,No,,,,,,,,,,,,Yes,,Yes,Yes,,Yes,
3,TheShellHair,32,415,2024-01-22,2024-03-31,2024-03-05,Young0Entrepreneurs0Make0Their0Mark,Rahul0Dua,Beauty/Fashion,Hair0Extensions,https://theshellhair.com/,2020,1,,1,,0,Young,Ajmer,Rajasthan,120,9.73,,35,,,,,yes,30,3,1000,Yes,Yes,30,3,1,,,,30,,,,Yes,,Yes,Yes,,Yes,
3,Rize,32,416,2024-01-22,2024-03-31,2024-03-05,Young0Entrepreneurs0Make0Their0Mark,Rahul0Dua,Food,Energy0Bars,https://rizebar.in/,2023,2,2,,,0,Young,Gurgaon,Haryana,0,,,,,,,,funded,45,6,750,No,,,,,,,,,,,,Yes,,Yes,Yes,,Yes,
3,MEPACK,32,417,2024-01-22,2024-03-31,2024-03-05,Young0Entrepreneurs0Make0Their0Mark,Rahul0Dua,Services,Custom0Gym0Subscription,https://www.mepackfitness.com/,2023,2,2,,,0,Young,Delhi,Delhi,,,,,,,,,,7,10,70,Yes,Yes,7,10,2,,,,,,3.5,,Yes,,Yes,Yes,,Yes,
3,BaccaBucci,33,418,2024-01-22,2024-03-31,2024-03-06,Brand0Brilliance,Rahul0Dua,Beauty/Fashion,Footwear,https://baccabucci.com/,2014,2,2,,,0,Young,Delhi,Delhi,4700,,55,,7,,,,yes,250,1,25000,No,,,,,,,,,,,,Yes,Yes,Yes,Yes,,,
3,Vobble,33,419,2024-01-22,2024-03-31,2024-03-06,Brand0Brilliance,Rahul0Dua,Education,Kids0Audio0Platform,https://www.vobble.fun/,2023,2,,2,,0,Middle,Bangalore,Karnataka,,,,,,,,yes,funded,25,1.5,1666.666667,Yes,Yes,25,2,1,25,,,,,,,Yes,Yes,Yes,Yes,,,
3,BeUNatural,33,420,2024-01-22,2024-03-31,2024-03-06,Brand0Brilliance,Rahul0Dua,Beauty/Fashion,Unisex0Salon,,2015,1,1,,,0,Middle,Delhi,Delhi,400,28,,25,,,,,yes,60,2.5,2400,No,,,,,,,,,,,,Yes,Yes,Yes,Yes,,,
3,Erotissch,34,421,2024-01-22,2024-03-31,2024-03-07,Visionary0Brands0Shine0Bright,Rahul0Dua,Beauty/Fashion,Lingerie0and0Swimwear,https://erotissch.com/,2019,2,,2,,0,Middle,Agra,Uttar0Pradesh,380,,63,1,10,,,,,75,3,2500,No,,,,,,,,,,,,,Yes,Yes,Yes,Yes,,
3,Niblerzz,34,422,2024-01-22,2024-03-31,2024-03-07,Visionary0Brands0Shine0Bright,Rahul0Dua,Food,Sugar0Free0Candy,https://niblerzz.com/,2022,2,,2,,0,Middle,Mumbai,Maharashtra,16,5.5,,,-20,yes,,,yes,50,3,1666.666667,Yes,Yes,10,5,1,,,,10,,,,,Yes,Yes,Yes,Yes,,
3,Sorich,34,423,2024-01-22,2024-03-31,2024-03-07,Visionary0Brands0Shine0Bright,Rahul0Dua,Food,Guilt0free0Snacks,https://sorichorganics.com/,,2,1,1,,1,Middle,Delhi,Delhi,706,55,48,,,yes,67,,yes,90,2.5,3600,No,,,,,,,,,,,,,Yes,Yes,Yes,Yes,,
3,LittleBox,35,424,2024-01-22,2024-03-31,2024-03-08,Inspiring0Women0Entrepreneurs,Rahul0Dua,Beauty/Fashion,Fast0fashion0D2C,https://littleboxindia.com/,2022,2,1,1,,1,Middle,Guwahati,Assam,3600,200,50,,15,,,,yes,75,1,7500,Yes,Yes,75,2.5,5,15,15,15,15,,15,,Yes,Yes,Yes,Yes,,Yes,
3,CremeCastle,35,425,2024-01-22,2024-03-31,2024-03-08,Inspiring0Women0Entrepreneurs,Rahul0Dua,Food,Customised0Cakes0and0bakery0products,https://cremecastle.in/,2015,2,1,1,,1,Middle,Noida,Uttar0Pradesh,720,,65,,19,yes,,,,60,1.5,4000,Yes,Yes,60,2.5,1,,,,,,60,,Yes,Yes,Yes,Yes,,Yes,
3,Namakwali,35,426,2024-01-22,2024-03-31,2024-03-08,Inspiring0Women0Entrepreneurs,Rahul0Dua,Food,Organic0Spices,https://www.namakwali.com/,2018,2,1,1,,0,Middle,,Uttarakhand,38,3,,17,,,,,,50,5,1000,Yes,Yes,10,5,1,,,,,,10,,Yes,Yes,Yes,Yes,,Yes,
3,KariboCosmetics,36,427,2024-01-22,2024-03-31,2024-03-11,Designing0Dreams,Rahul0Dua,Beauty/Fashion,Customised0DIY0Lipstick,https://karibocosmetics.com/,2019,2,,2,,0,Young,Mumbai,Maharashtra,80,,60,50,,,,,,80,5,1600,No,,,,,,,,,,,,,Yes,,Yes,Yes,,
3,Deeva,36,428,2024-01-22,2024-03-31,2024-03-11,Designing0Dreams,Rahul0Dua,Beauty/Fashion,Online0Saree0Platform,https://thedeeva.com/,2021,1,1,,,0,Middle,Bangana,Himachal0Pradesh,700,58,60,,35,,,,,200,4,5000,Yes,Yes,75,6,3,,,,25,,,,,Yes,,Yes,Yes,,
3,DesignTemplate,36,429,2024-01-22,2024-03-31,2024-03-11,Designing0Dreams,Rahul0Dua,Technology/Software,Online0Design0Marketplace,https://designtemplate.io/,,1,1,,,0,Middle,Bid,Maharashtra,160,16,,,,,,,,100,2.5,4000,Yes,Yes,100,10,1,,,,100,,,,,Yes,,Yes,Yes,,
3,Sama,37,430,2024-01-22,2024-03-31,2024-03-12,Entrepreneurs0Seek0Sharks0Support,Rahul0Dua,Services,Online0Despite0Resolution,https://www.sama.live/,2015,3,2,1,,0,Middle,Delhi,"Delhi,Bihar,Kerala",640,100,,25,,,,,funded,100,1,10000,Yes,Yes,100,1.5,3,33.33,,,33.33,,,,Yes,,Yes,Yes,,Yes,
3,GoldenFeathers,37,431,2024-01-22,2024-03-31,2024-03-12,Entrepreneurs0Seek0Sharks0Support,Rahul0Dua,Manufacturing,Fabrics0made0from0Butchery0Chicken0Waste,https://goldenfeather.co.in/,2019,3,2,1,,0,Middle,Jaipur,Rajasthan,150,,,,,,386,yes,funded,500,5,10000,No,,,,,,,,,,,,Yes,,Yes,Yes,,Yes,
3,Myracle.io,37,432,2024-01-22,2024-03-31,2024-03-12,Entrepreneurs0Seek0Sharks0Support,Rahul0Dua,Technology/Software,4D0Edutainment,https://www.myracle.io/,2021,1,1,,,0,Middle,Mumbai,Maharashtra,,,,,,,,,yes,120,3,4000,No,,,,,,,,,,,,Yes,,Yes,Yes,,Yes,
3,Cup-ji,38,433,2024-01-22,2024-03-31,2024-03-13,Thoughts0And0Innovations,Rahul0Dua,Liquor/Beverages,Flavoured0Instant0Tea0in0Cups,https://cupji.com/,2022,2,2,,,0,Middle,Mumbai,Maharashtra,62,3.5,40,,,yes,,,,50,5,1000,No,,,,,,,,,,,,Yes,Yes,Yes,Yes,,Yes,
3,AToddlerThing,38,434,2024-01-22,2024-03-31,2024-03-13,Thoughts0And0Innovations,Rahul0Dua,Beauty/Fashion,Baby0Clothing0and0Essentials,https://www.atoddlerthing.com/,2017,2,1,1,,0,Middle,Coimbatore,Tamil0Nadu,478,73,52,,4,yes,28,,funded,80,2,4000,Yes,Yes,40,2,1,,,,,,40,,Yes,Yes,Yes,Yes,,Yes,
3,FlexifyMe,38,435,2024-01-22,2024-03-31,2024-03-13,Thoughts0And0Innovations,Rahul0Dua,Medical/Health,Body0Pain0Management0Platform,https://www.flexifyme.com/,2021,2,2,,,0,Middle,Pune,Maharashtra,,33,60,,,,,,funded,100,2,5000,Yes,Yes,50,1.32,1,50,,,,,,,Yes,Yes,Yes,Yes,,Yes,
3,Dharaksha,39,436,2024-01-22,2024-03-31,2024-03-14,Sustainability0Careers0And0Spirits,Rahul0Dua,Manufacturing,Ecosolution0Sustainable0Material0Science,https://www.dharaksha.com/,2020,2,2,,,0,Middle,Faridabad,Haryana,,,,,,,,,funded,0.0125,1,1.25,Yes,Yes,0.0125,1,5,,0.0025,0.0025,0.0025,0.0025,,,,Yes,Yes,Yes,Yes,,
3,iDreamCareer,39,437,2024-01-22,2024-03-31,2024-03-14,Sustainability0Careers0And0Spirits,Rahul0Dua,Technology/Software,Career0Counseling0Platform,https://idreamcareer.com/,2012,2,2,,,0,Middle,"Delhi,Bangalore","Delhi,Karnataka",840,,,,,yes,,,funded,110,1.28,8593.75,Yes,Yes,60,1,2,,,,30,,,,,Yes,Yes,Yes,Yes,,
3,RockPaperRum,39,438,2024-01-22,2024-03-31,2024-03-14,Sustainability0Careers0And0Spirits,Rahul0Dua,Liquor/Beverages,Innovative0Indian0Rum,https://www.rockpaperrum.com/,2022,1,1,,,0,Middle,Mumbai,Maharashtra,,,,,,yes,,,funded,50,2,2500,Yes,Yes,20,1,1,,20,,,,,,,Yes,Yes,Yes,Yes,,
3,Fit&Flex,40,439,2024-01-22,2024-03-31,2024-03-15,Shaping0A0Healthier0Future,Rahul0Dua,Food,"Variety0of0snacks,0Muesli,0Granola",https://fitandflex.in/,2019,1,1,,,0,Middle,Ahmedabad,Gujarat,460,,,8,5,,35,,yes,100,3,3333.333333,Yes,No,,,,,,,,,,,Yes,Yes,Yes,Yes,,,
3,Sukham,40,440,2024-01-22,2024-03-31,2024-03-15,Shaping0A0Healthier0Future,Rahul0Dua,Medical/Health,Holistic0sexual0male0wellness,https://www.sukham.life/,,4,3,1,,1,Middle,Delhi,Delhi,47,21,,,,yes,1,,funded,100,3.33,3003.003003,No,,,,,,,,,,,,Yes,Yes,Yes,Yes,,,
3,Smotect,40,441,2024-01-22,2024-03-31,2024-03-15,Shaping0A0Healthier0Future,Rahul0Dua,Medical/Health,Quit0Smoking0by0tablets,https://www.smotect.com/,2022,1,1,,,0,Middle,Mumbai,Maharashtra,281,100,80,,18,,,,yes,100,1,10000,Yes,Yes,50,5,1,,,50,,,,,Yes,Yes,Yes,Yes,,,
3,Katidhan,41,442,2024-01-22,2024-03-31,2024-03-18,Cutting-Edge0Solutions,Rahul0Dua,Manufacturing,Autonomus0Light0Deterrence0System,https://katidhan.com/,2020,1,1,,,0,Middle,Bangalore,Karnataka,60,,50,30,,,,,yes,150,2.5,6000,Yes,Yes,75,5,1,,,,,,,,Yes,Yes,Yes,Yes,,,
3,NEMAAI,41,443,2024-01-22,2024-03-31,2024-03-18,Cutting-Edge0Solutions,Rahul0Dua,Technology/Software,AI0and0Neuroscience0based0EdTech0Platform,https://nemaai.com/,2023,1,,1,,0,Middle,Delhi,Delhi,,0.3,,,,,,,funded,80,5,1600,Yes,Yes,40,8,2,20,20,,,,,,Yes,Yes,Yes,Yes,,,
3,MaplePods,41,444,2024-01-22,2024-03-31,2024-03-18,Cutting-Edge0Solutions,Rahul0Dua,Services,Tech0Hospitality0and0Entertainment0Company,https://www.maplepods.com/,2021,1,1,,,0,Middle,Delhi,Delhi,,,,,,,,,,150,5,3000,No,,,,,,,,,,,,Yes,Yes,Yes,Yes,,,
3,SpecOps,42,445,2024-01-22,2024-03-31,2024-03-19,From0Tactics0To0Wellness,Rahul0Dua,Others,Tactical0clothing0for0Military,https://specops.in/,,1,1,,,0,Middle,,,626,70,20,8,,,,,yes,80,2,4000,Yes,Yes,40,2,2,,,,20,,20,,Yes,Yes,Yes,Yes,,Yes,
3,KaabilKids,42,446,2024-01-22,2024-03-31,2024-03-19,From0Tactics0To0Wellness,Rahul0Dua,Technology/Software,Online0Chess0Training0Academy,https://kaabilkids.com/,2019,3,2,1,,0,Middle,Noida,Uttar0Pradesh,,29,,,,yes,,,funded,70,2,3500,Yes,Yes,50,2.5,2,25,,,25,,,,Yes,Yes,Yes,Yes,,Yes,
3,OddGiraffe,42,447,2024-01-22,2024-03-31,2024-03-19,From0Tactics0To0Wellness,Rahul0Dua,Furnishing/Household,Journals0and0Planners0for0Mental0Wellness,https://www.oddgiraffe.com/,2019,2,2,,,0,Middle,Mumbai,Maharashtra,410,27,80,,,yes,,,funded,75,7.5,1000,No,,,,,,,,,,,,Yes,Yes,Yes,Yes,,Yes,
3,Nemocare,43,448,2024-01-22,2024-03-31,2024-03-20,Groundbreaking0Ventures,Rahul0Dua,Medical/Health,NeoNatel0Wearable0Vital0Monitor,https://nemocare.in/,2016,2,1,1,,0,Middle,"Hyderabad,Bangalore","Telangana,Karnataka",90,,66,,,yes,,yes,,100,2.5,4000,Yes,Yes,20,0.67,1,,,,20,,,,,Yes,,Yes,Yes,,
3,WhySoBlue,43,449,2024-01-22,2024-03-31,2024-03-20,Groundbreaking0Ventures,Rahul0Dua,Beauty/Fashion,Clothing0Brand,https://whysobluelove.com/,2015,2,,2,,0,Middle,Mumbai,Maharashtra,300,,,10,,,,,,75,3,2500,Yes,Yes,40,3,1,,,,,,,,,Yes,,Yes,Yes,,
